listing_id,year,month,platform,category,product_name,brand,dark_pattern_type,ccpa_category,severity_score,hidden_fee_inr,price_inflation_inr,effective_price_inr
LST04944,2023,4,Nykaa,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Fake Countdown Timer,Urgency Creation,3,0,1606,1487
LST04945,2023,4,Nykaa,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Social Proof Manipulation,Social Proof Misuse,2,0,3581,6558
LST04946,2023,4,Nykaa,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,Social Proof Manipulation,Social Proof Misuse,2,0,6636,17837
LST04947,2023,4,Nykaa,Mobile Phones,realme narzo N53 4GB+64GB,realme,Inflated Original Price,Pricing Manipulation,5,0,1909,9213
LST04948,2023,4,Nykaa,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Hidden Convenience Fee,Drip Pricing,5,68,171,262
LST04949,2023,4,Nykaa,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Social Proof Manipulation,Social Proof Misuse,2,0,265,390
LST04950,2023,4,Nykaa,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Confirm Shaming,Misdirection,3,0,1023,1324
LST04951,2023,4,Nykaa,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Forced Continuity,Subscription Trap,4,0,2801,7524
LST04953,2023,4,Nykaa,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Forced Continuity,Subscription Trap,4,0,411,342
LST04955,2023,4,Nykaa,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Misleading Discount Badge,Pricing Manipulation,4,0,2736,7572
LST04957,2023,5,Flipkart,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Hidden Convenience Fee,Drip Pricing,5,89,901,1437
LST04958,2023,5,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Social Proof Manipulation,Social Proof Misuse,2,0,171,138
LST04959,2023,5,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Confirm Shaming,Misdirection,3,0,403,877
LST04960,2023,5,Flipkart,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Hidden Convenience Fee,Drip Pricing,5,51,289,386
LST04961,2023,5,Flipkart,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,Confirm Shaming,Misdirection,3,0,232,334
LST04962,2023,5,Flipkart,Fashion,Arrow Men's Formal Trousers,Arrow,Fake Countdown Timer,Urgency Creation,3,0,963,926
LST04963,2023,5,Flipkart,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,False Scarcity,Scarcity Creation,4,0,307,555
LST04964,2023,5,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,Hidden Convenience Fee,Drip Pricing,5,85,2868,16671
LST04966,2023,5,Flipkart,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Hidden Convenience Fee,Drip Pricing,5,93,306,537
LST04967,2023,5,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Misleading Discount Badge,Pricing Manipulation,4,0,3637,10495
LST04968,2023,5,Flipkart,Books,The Psychology of Money - Morgan Housel,Morgan Housel,False Scarcity,Scarcity Creation,4,0,109,265
LST04969,2023,5,Flipkart,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Forced Continuity,Subscription Trap,4,0,416,520
LST04971,2023,5,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Fake Countdown Timer,Urgency Creation,3,0,137,164
LST04972,2023,5,Flipkart,Footwear,Metro Women's Block Heel Pumps,Metro,Hidden Convenience Fee,Drip Pricing,5,40,1221,990
LST04973,2023,5,Flipkart,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,Confirm Shaming,Misdirection,3,0,6708,17436
LST04974,2023,5,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Fake Countdown Timer,Urgency Creation,3,0,2545,2224
LST04976,2023,5,Flipkart,Mobile Phones,POCO C65 6GB+128GB,POCO,Hidden Convenience Fee,Drip Pricing,5,113,3343,7130
LST04977,2023,5,Flipkart,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,Inflated Original Price,Pricing Manipulation,5,0,1242,729
LST04979,2023,5,Flipkart,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,Inflated Original Price,Pricing Manipulation,5,0,223,382
LST04980,2023,5,Flipkart,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Fake Countdown Timer,Urgency Creation,3,0,276,507
LST04981,2023,5,Flipkart,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Misleading Discount Badge,Pricing Manipulation,4,0,160,246
LST04982,2023,5,Flipkart,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Fake Countdown Timer,Urgency Creation,3,0,371,554
LST04983,2023,5,Flipkart,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Misleading Discount Badge,Pricing Manipulation,4,0,1256,1624
LST04984,2023,5,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Inflated Original Price,Pricing Manipulation,5,0,135,148
LST04986,2023,5,Flipkart,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Inflated Original Price,Pricing Manipulation,5,0,1586,1583
LST04987,2023,5,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Fake Countdown Timer,Urgency Creation,3,0,139,136
LST04988,2023,5,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Fake Countdown Timer,Urgency Creation,3,0,608,458
LST04989,2023,5,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Social Proof Manipulation,Social Proof Misuse,2,0,157,149
LST04990,2023,5,Flipkart,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Confirm Shaming,Misdirection,3,0,340,532
LST04991,2023,5,Flipkart,Toys,NHR Carrom Board with Coins & Striker,NHR,Inflated Original Price,Pricing Manipulation,5,0,876,907
LST04992,2023,5,Flipkart,Electronics,Syska LED Desk Lamp,Syska,Fake Countdown Timer,Urgency Creation,3,0,434,416
LST04993,2023,5,Flipkart,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Social Proof Manipulation,Social Proof Misuse,2,0,724,490
LST04994,2023,5,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,Inflated Original Price,Pricing Manipulation,5,0,3312,16257
LST04995,2023,5,Flipkart,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,Fake Countdown Timer,Urgency Creation,3,0,6021,16136
LST04996,2023,5,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,Confirm Shaming,Misdirection,3,0,220,295
LST04997,2023,5,Flipkart,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Social Proof Manipulation,Social Proof Misuse,2,0,269,326
LST04998,2023,5,Flipkart,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Fake Countdown Timer,Urgency Creation,3,0,700,808
LST05000,2023,5,Flipkart,Electronics,Syska LED Desk Lamp,Syska,Misleading Discount Badge,Pricing Manipulation,4,0,553,404
LST05001,2023,5,Flipkart,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Inflated Original Price,Pricing Manipulation,5,0,256,333
LST05002,2023,5,Flipkart,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,Forced Continuity,Subscription Trap,4,0,193,365
LST05003,2023,5,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,Misleading Discount Badge,Pricing Manipulation,4,0,2670,8372
LST05004,2023,5,Flipkart,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Forced Continuity,Subscription Trap,4,0,1117,1658
LST05005,2023,5,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Forced Continuity,Subscription Trap,4,0,653,717
LST05006,2023,5,Flipkart,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,False Scarcity,Scarcity Creation,4,0,2900,18358
LST05007,2023,5,Flipkart,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Inflated Original Price,Pricing Manipulation,5,0,346,509
LST05009,2023,5,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,False Scarcity,Scarcity Creation,4,0,3370,9189
LST05011,2023,5,Flipkart,Fashion,AND Women's Wrap Dress,AND,Forced Continuity,Subscription Trap,4,0,1662,1143
LST05012,2023,5,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,False Scarcity,Scarcity Creation,4,0,442,483
LST05013,2023,5,Flipkart,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Forced Continuity,Subscription Trap,4,0,1744,7548
LST05014,2023,5,Flipkart,Footwear,VKC Pride Women's Flip Flops,VKC,Social Proof Manipulation,Social Proof Misuse,2,0,240,255
LST05015,2023,5,Flipkart,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Fake Countdown Timer,Urgency Creation,3,0,129,259
LST05016,2023,5,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Confirm Shaming,Misdirection,3,0,965,1354
LST05017,2023,5,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Social Proof Manipulation,Social Proof Misuse,2,0,2873,1765
LST05018,2023,5,Flipkart,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Inflated Original Price,Pricing Manipulation,5,0,767,835
LST05019,2023,5,Flipkart,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Misleading Discount Badge,Pricing Manipulation,4,0,483,441
LST05020,2023,5,Flipkart,Footwear,Relaxo Flite Men's Slippers,Relaxo,Confirm Shaming,Misdirection,3,0,276,320
LST05022,2023,5,Flipkart,Toys,GiiKER Super Slide Puzzle Game,GiiKER,Forced Continuity,Subscription Trap,4,0,1069,1222
LST05023,2023,5,Flipkart,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Confirm Shaming,Misdirection,3,0,4706,11160
LST05025,2023,5,Flipkart,Footwear,Sparx Men's Running Sports Shoes,Sparx,Hidden Convenience Fee,Drip Pricing,5,96,957,1081
LST05026,2023,5,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,Misleading Discount Badge,Pricing Manipulation,4,0,153,211
LST05027,2023,5,Meesho,Fashion,Raymond Men's Blazer,Raymond,Confirm Shaming,Misdirection,3,0,2721,3723
LST05028,2023,5,Meesho,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Fake Countdown Timer,Urgency Creation,3,0,456,536
LST05029,2023,5,Meesho,Footwear,Action Men's Training Shoes,Action,False Scarcity,Scarcity Creation,4,0,784,665
LST05030,2023,5,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Confirm Shaming,Misdirection,3,0,2794,9700
LST05031,2023,5,Meesho,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Social Proof Manipulation,Social Proof Misuse,2,0,136,189
LST05032,2023,5,Meesho,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,Hidden Convenience Fee,Drip Pricing,5,31,7475,15986
LST05035,2023,5,Meesho,Footwear,Sparx Men's Running Sports Shoes,Sparx,Confirm Shaming,Misdirection,3,0,728,999
LST05036,2023,5,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,False Scarcity,Scarcity Creation,4,0,430,448
LST05037,2023,5,Meesho,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,Social Proof Manipulation,Social Proof Misuse,2,0,1495,2475
LST05039,2023,5,Meesho,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Inflated Original Price,Pricing Manipulation,5,0,6242,12029
LST05041,2023,5,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,False Scarcity,Scarcity Creation,4,0,884,978
LST05042,2023,5,Meesho,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,Social Proof Manipulation,Social Proof Misuse,2,0,1810,18367
LST05043,2023,5,Meesho,Toys,GiiKER Super Slide Puzzle Game,GiiKER,Misleading Discount Badge,Pricing Manipulation,4,0,863,1264
LST05044,2023,5,Meesho,Fashion,AND Women's Wrap Dress,AND,Inflated Original Price,Pricing Manipulation,5,0,1619,1368
LST05045,2023,5,Meesho,Fashion,Arrow Men's Formal Trousers,Arrow,Fake Countdown Timer,Urgency Creation,3,0,1102,884
LST05047,2023,5,Meesho,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Misleading Discount Badge,Pricing Manipulation,4,0,150,271
LST05048,2023,5,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Misleading Discount Badge,Pricing Manipulation,4,0,679,767
LST05050,2023,5,Meesho,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Fake Countdown Timer,Urgency Creation,3,0,406,670
LST05051,2023,5,Meesho,Footwear,Relaxo Flite Men's Slippers,Relaxo,False Scarcity,Scarcity Creation,4,0,324,294
LST05052,2023,5,Meesho,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,False Scarcity,Scarcity Creation,4,0,1133,1746
LST05053,2023,5,Meesho,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Misleading Discount Badge,Pricing Manipulation,4,0,278,324
LST05054,2023,5,Meesho,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,False Scarcity,Scarcity Creation,4,0,3931,7366
LST05055,2023,5,Meesho,Footwear,Metro Women's Block Heel Pumps,Metro,Hidden Convenience Fee,Drip Pricing,5,23,1153,1035
LST05056,2023,5,Meesho,Toys,Funskool Ludo & Snakes & Ladders Board Game,Funskool,Fake Countdown Timer,Urgency Creation,3,0,273,310
LST05057,2023,5,Meesho,Footwear,Paragon Softcare Women's Sandals,Paragon,Misleading Discount Badge,Pricing Manipulation,4,0,379,361
LST05058,2023,5,Meesho,Mobile Phones,POCO C65 6GB+128GB,POCO,Inflated Original Price,Pricing Manipulation,5,0,3448,7046
LST05059,2023,5,Meesho,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Social Proof Manipulation,Social Proof Misuse,2,0,518,503
LST05061,2023,5,Meesho,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Misleading Discount Badge,Pricing Manipulation,4,0,629,514
LST05063,2023,5,Meesho,Books,Ikigai - Hector Garcia,Hector Garcia,Confirm Shaming,Misdirection,3,0,181,179
LST05064,2023,5,Meesho,Books,Ikigai - Hector Garcia,Hector Garcia,Social Proof Manipulation,Social Proof Misuse,2,0,159,186
LST05067,2023,5,Meesho,Books,Ikigai - Hector Garcia,Hector Garcia,Social Proof Manipulation,Social Proof Misuse,2,0,169,203
LST05068,2023,5,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Inflated Original Price,Pricing Manipulation,5,0,140,164
LST05069,2023,5,Meesho,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Inflated Original Price,Pricing Manipulation,5,0,204,390
LST05070,2023,5,Meesho,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Misleading Discount Badge,Pricing Manipulation,4,0,523,718
LST05071,2023,5,Meesho,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Forced Continuity,Subscription Trap,4,0,670,464
LST05072,2023,5,Meesho,Books,Start With Why - Simon Sinek,Simon Sinek,Misleading Discount Badge,Pricing Manipulation,4,0,159,275
LST05073,2023,5,Meesho,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Confirm Shaming,Misdirection,3,0,156,196
LST05074,2023,5,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Fake Countdown Timer,Urgency Creation,3,0,438,456
LST05075,2023,5,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Hidden Convenience Fee,Drip Pricing,5,37,530,477
LST05076,2023,5,Meesho,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Hidden Convenience Fee,Drip Pricing,5,34,366,588
LST05078,2023,5,Meesho,Footwear,VKC Pride Women's Flip Flops,VKC,Inflated Original Price,Pricing Manipulation,5,0,296,234
LST05079,2023,5,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Confirm Shaming,Misdirection,3,0,736,827
LST05080,2023,5,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Fake Countdown Timer,Urgency Creation,3,0,962,1309
LST05082,2023,5,Meesho,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Fake Countdown Timer,Urgency Creation,3,0,304,336
LST05083,2023,5,Meesho,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Inflated Original Price,Pricing Manipulation,5,0,2398,13355
LST05084,2023,5,Meesho,Footwear,Woodland Men's Camel Leather Boot,Woodland,Hidden Convenience Fee,Drip Pricing,5,57,2391,2459
LST05085,2023,5,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Misleading Discount Badge,Pricing Manipulation,4,0,621,828
LST05086,2023,5,Meesho,Fashion,Biba Women's Anarkali Kurti,Biba,Social Proof Manipulation,Social Proof Misuse,2,0,922,854
LST05087,2023,5,Meesho,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Confirm Shaming,Misdirection,3,0,159,233
LST05088,2023,5,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Social Proof Manipulation,Social Proof Misuse,2,0,190,131
LST05089,2023,5,Nykaa,Toys,LEGO Classic Creative Brick Box,LEGO,False Scarcity,Scarcity Creation,4,0,1759,1859
LST05090,2023,5,Nykaa,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Misleading Discount Badge,Pricing Manipulation,4,0,281,302
LST05091,2023,5,Nykaa,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Social Proof Manipulation,Social Proof Misuse,2,0,1119,1349
LST05092,2023,5,Nykaa,Footwear,Relaxo Flite Men's Slippers,Relaxo,Inflated Original Price,Pricing Manipulation,5,0,293,323
LST05093,2023,5,Nykaa,Books,Zero to One - Peter Thiel,Peter Thiel,Confirm Shaming,Misdirection,3,0,227,265
LST05094,2023,5,Nykaa,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,Hidden Convenience Fee,Drip Pricing,5,95,2213,2165
LST05095,2023,5,Nykaa,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Forced Continuity,Subscription Trap,4,0,495,468
LST05096,2023,5,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Fake Countdown Timer,Urgency Creation,3,0,259,326
LST05097,2023,5,Nykaa,Footwear,Action Men's Training Shoes,Action,Fake Countdown Timer,Urgency Creation,3,0,559,745
LST05098,2023,5,Nykaa,Fashion,Biba Women's Anarkali Kurti,Biba,Hidden Convenience Fee,Drip Pricing,5,71,855,931
LST05099,2023,5,Nykaa,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Inflated Original Price,Pricing Manipulation,5,0,188,220
LST05100,2023,5,Nykaa,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Forced Continuity,Subscription Trap,4,0,508,559
LST05102,2023,5,Nykaa,Footwear,VKC Pride Women's Flip Flops,VKC,Confirm Shaming,Misdirection,3,0,247,239
LST05104,2023,5,Nykaa,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Social Proof Manipulation,Social Proof Misuse,2,0,155,202
LST05105,2023,5,Nykaa,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Inflated Original Price,Pricing Manipulation,5,0,1210,1313
LST05106,2023,5,Nykaa,Footwear,Liberty Gliders Women's Bellies,Liberty,Fake Countdown Timer,Urgency Creation,3,0,799,739
LST05108,2023,5,Nykaa,Fashion,Raymond Men's Blazer,Raymond,Inflated Original Price,Pricing Manipulation,5,0,2922,3625
LST05109,2023,5,Nykaa,Fashion,Arrow Men's Formal Trousers,Arrow,Social Proof Manipulation,Social Proof Misuse,2,0,988,971
LST05112,2023,5,Nykaa,Toys,LEGO Classic Creative Brick Box,LEGO,Social Proof Manipulation,Social Proof Misuse,2,0,1857,1771
LST05114,2023,5,Nykaa,Beauty,Mamaearth Onion Hair Oil 250ml,Mamaearth,Social Proof Manipulation,Social Proof Misuse,2,0,249,373
LST05115,2023,5,Nykaa,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Social Proof Manipulation,Social Proof Misuse,2,0,3359,2039
LST05117,2023,5,Nykaa,Electronics,Portronics Mport 7C USB Hub,Portronics,Confirm Shaming,Misdirection,3,0,600,630
LST05118,2023,5,Nykaa,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Social Proof Manipulation,Social Proof Misuse,2,0,1395,1231
LST05122,2023,5,Nykaa,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Hidden Convenience Fee,Drip Pricing,5,57,1171,1986
LST05123,2023,5,Nykaa,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Inflated Original Price,Pricing Manipulation,5,0,128,218
LST05126,2023,5,Nykaa,Home & Kitchen,Cello Plastic Modular Drawer,Cello,Social Proof Manipulation,Social Proof Misuse,2,0,304,269
LST05127,2023,5,Nykaa,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,False Scarcity,Scarcity Creation,4,0,3304,2056
LST05128,2023,5,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,False Scarcity,Scarcity Creation,4,0,151,190
LST05129,2023,5,Nykaa,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,Forced Continuity,Subscription Trap,4,0,932,916
LST05132,2023,5,Nykaa,Fashion,AND Women's Wrap Dress,AND,False Scarcity,Scarcity Creation,4,0,1789,1170
LST05133,2023,5,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Fake Countdown Timer,Urgency Creation,3,0,1385,1604
LST05134,2023,5,Nykaa,Fashion,W Women's Printed Kurta,W,Hidden Convenience Fee,Drip Pricing,5,64,727,695
LST05135,2023,5,Nykaa,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Social Proof Manipulation,Social Proof Misuse,2,0,4009,13555
LST05136,2023,5,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Confirm Shaming,Misdirection,3,0,342,288
LST05137,2023,5,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,False Scarcity,Scarcity Creation,4,0,269,345
LST05138,2023,5,Nykaa,Books,The Alchemist - Paulo Coelho,Paulo Coelho,Misleading Discount Badge,Pricing Manipulation,4,0,96,135
LST05140,2023,5,Nykaa,Electronics,Portronics Mport 7C USB Hub,Portronics,Fake Countdown Timer,Urgency Creation,3,0,597,638
LST05141,2023,5,Nykaa,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Forced Continuity,Subscription Trap,4,0,1633,1539
LST05142,2023,5,Nykaa,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Forced Continuity,Subscription Trap,4,0,169,220
LST05144,2023,5,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Confirm Shaming,Misdirection,3,0,558,835
LST05145,2023,5,Nykaa,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Fake Countdown Timer,Urgency Creation,3,0,1322,1324
LST05146,2023,5,Nykaa,Books,The Alchemist - Paulo Coelho,Paulo Coelho,Fake Countdown Timer,Urgency Creation,3,0,99,140
LST05147,2023,5,Nykaa,Books,Deep Work - Cal Newport,Cal Newport,Hidden Convenience Fee,Drip Pricing,5,51,164,356
LST05149,2023,5,Nykaa,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Inflated Original Price,Pricing Manipulation,5,0,853,730
LST05150,2023,5,Nykaa,Footwear,Action Men's Training Shoes,Action,False Scarcity,Scarcity Creation,4,0,679,774
LST05153,2023,6,Flipkart,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Misleading Discount Badge,Pricing Manipulation,4,0,173,252
LST05154,2023,6,Flipkart,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,Hidden Convenience Fee,Drip Pricing,5,108,3965,7742
LST05155,2023,6,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Confirm Shaming,Misdirection,3,0,1169,1224
LST05156,2023,6,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,Misleading Discount Badge,Pricing Manipulation,4,0,5753,15205
LST05157,2023,6,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,Fake Countdown Timer,Urgency Creation,3,0,3701,8281
LST05159,2023,6,Flipkart,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Social Proof Manipulation,Social Proof Misuse,2,0,628,780
LST05160,2023,6,Flipkart,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,False Scarcity,Scarcity Creation,4,0,967,904
LST05161,2023,6,Flipkart,Footwear,VKC Pride Women's Flip Flops,VKC,Hidden Convenience Fee,Drip Pricing,5,88,238,318
LST05162,2023,6,Flipkart,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,Forced Continuity,Subscription Trap,4,0,1179,978
LST05163,2023,6,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Inflated Original Price,Pricing Manipulation,5,0,340,871
LST05164,2023,6,Flipkart,Books,Atomic Habits - James Clear,James Clear,Social Proof Manipulation,Social Proof Misuse,2,0,167,319
LST05165,2023,6,Flipkart,Books,Deep Work - Cal Newport,Cal Newport,Hidden Convenience Fee,Drip Pricing,5,88,120,394
LST05166,2023,6,Flipkart,Mobile Phones,POCO C65 6GB+128GB,POCO,Fake Countdown Timer,Urgency Creation,3,0,2778,7499
LST05167,2023,6,Flipkart,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Confirm Shaming,Misdirection,3,0,1122,1962
LST05168,2023,6,Flipkart,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,Forced Continuity,Subscription Trap,4,0,2961,19501
LST05169,2023,6,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Forced Continuity,Subscription Trap,4,0,1087,1215
LST05170,2023,6,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Forced Continuity,Subscription Trap,4,0,133,149
LST05171,2023,6,Flipkart,Toys,GiiKER Super Slide Puzzle Game,GiiKER,Misleading Discount Badge,Pricing Manipulation,4,0,909,1357
LST05172,2023,6,Flipkart,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,Fake Countdown Timer,Urgency Creation,3,0,3028,7499
LST05173,2023,6,Flipkart,Footwear,VKC Pride Women's Flip Flops,VKC,Fake Countdown Timer,Urgency Creation,3,0,302,220
LST05174,2023,6,Flipkart,Fashion,Raymond Men's Blazer,Raymond,False Scarcity,Scarcity Creation,4,0,3802,3653
LST05175,2023,6,Flipkart,Fashion,W Women's Printed Kurta,W,Fake Countdown Timer,Urgency Creation,3,0,753,586
LST05176,2023,6,Flipkart,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Hidden Convenience Fee,Drip Pricing,5,100,1125,2036
LST05178,2023,6,Flipkart,Footwear,Relaxo Flite Men's Slippers,Relaxo,Inflated Original Price,Pricing Manipulation,5,0,332,287
LST05179,2023,6,Flipkart,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Confirm Shaming,Misdirection,3,0,1461,1137
