listing_id,year,month,platform,category,product_name,brand,actual_price_inr,displayed_original_price_inr,discount_pct_shown,hidden_fee_inr,effective_price_inr,dark_pattern_type,ccpa_category,severity_score,ccpa_violation,price_inflation_inr
LST06770,2024,2,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,720,1517,52.5,0,720,None,No Violation,0,No,797
LST06771,2024,2,Nykaa,Books,The Psychology of Money - Morgan Housel,Morgan Housel,279,430,35.1,0,279,Confirm Shaming,Misdirection,3,Yes,151
LST06772,2024,3,Flipkart,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,1497,2187,31.6,72,1569,Hidden Convenience Fee,Drip Pricing,5,Yes,690
LST06773,2024,3,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,797,1325,39.8,0,797,None,No Violation,0,No,528
LST06774,2024,3,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,796,1326,40.0,0,796,Forced Continuity,Subscription Trap,4,Yes,530
LST06775,2024,3,Flipkart,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,1528,3181,52.0,0,1528,None,No Violation,0,No,1653
LST06776,2024,3,Flipkart,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,18074,21325,15.2,0,18074,False Scarcity,Scarcity Creation,4,Yes,3251
LST06777,2024,3,Flipkart,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,215,347,38.0,0,215,Inflated Original Price,Pricing Manipulation,5,Yes,132
LST06778,2024,3,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,15718,21380,26.5,0,15718,Confirm Shaming,Misdirection,3,Yes,5662
LST06779,2024,3,Flipkart,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1382,2677,48.4,0,1382,None,No Violation,0,No,1295
LST06780,2024,3,Flipkart,Electronics,Portronics Mport 7C USB Hub,Portronics,630,1145,45.0,0,630,None,No Violation,0,No,515
LST06781,2024,3,Flipkart,Toys,Frank Super Scientist Chemistry Set,Frank,722,1316,45.1,0,722,None,No Violation,0,No,594
LST06782,2024,3,Flipkart,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,514,796,35.4,0,514,None,No Violation,0,No,282
LST06783,2024,3,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,763,1398,45.4,0,763,False Scarcity,Scarcity Creation,4,Yes,635
LST06784,2024,3,Flipkart,Books,Start With Why - Simon Sinek,Simon Sinek,303,480,36.9,0,303,None,No Violation,0,No,177
LST06785,2024,3,Flipkart,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,17720,24660,28.1,0,17720,False Scarcity,Scarcity Creation,4,Yes,6940
LST06786,2024,3,Flipkart,Toys,GiiKER Super Slide Puzzle Game,GiiKER,1235,2088,40.9,0,1235,None,No Violation,0,No,853
LST06787,2024,3,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,8267,11238,26.4,0,8267,None,No Violation,0,No,2971
LST06788,2024,3,Flipkart,Footwear,Woodland Men's Camel Leather Boot,Woodland,2451,4713,48.0,0,2451,Inflated Original Price,Pricing Manipulation,5,Yes,2262
LST06789,2024,3,Flipkart,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,526,920,42.8,0,526,None,No Violation,0,No,394
LST06790,2024,3,Flipkart,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,2533,3694,31.4,0,2533,Social Proof Manipulation,Social Proof Misuse,2,Yes,1161
LST06791,2024,3,Flipkart,Fashion,Arrow Men's Formal Trousers,Arrow,980,1951,49.8,0,980,Fake Countdown Timer,Urgency Creation,3,Yes,971
LST06792,2024,3,Flipkart,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,220,372,40.9,0,220,Social Proof Manipulation,Social Proof Misuse,2,Yes,152
LST06793,2024,3,Flipkart,Books,Deep Work - Cal Newport,Cal Newport,266,432,38.4,0,266,None,No Violation,0,No,166
LST06794,2024,3,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1420,2314,38.6,0,1420,Forced Continuity,Subscription Trap,4,Yes,894
LST06795,2024,3,Flipkart,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,16927,22859,26.0,77,17004,Hidden Convenience Fee,Drip Pricing,5,Yes,5932
LST06796,2024,3,Flipkart,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,321,689,53.4,0,321,Inflated Original Price,Pricing Manipulation,5,Yes,368
LST06797,2024,3,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,15220,19411,21.6,0,15220,False Scarcity,Scarcity Creation,4,Yes,4191
LST06798,2024,3,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,266,596,55.4,0,266,False Scarcity,Scarcity Creation,4,Yes,330
LST06799,2024,3,Flipkart,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,1359,3079,55.9,0,1359,Forced Continuity,Subscription Trap,4,Yes,1720
LST06800,2024,3,Flipkart,Footwear,Liberty Gliders Women's Bellies,Liberty,729,1469,50.4,0,729,False Scarcity,Scarcity Creation,4,Yes,740
LST06801,2024,3,Flipkart,Footwear,Relaxo Flite Men's Slippers,Relaxo,287,553,48.1,0,287,Confirm Shaming,Misdirection,3,Yes,266
LST06802,2024,3,Flipkart,Electronics,iBall Slide Elan 3x32 Tablet,iBall,7617,10686,28.7,0,7617,Misleading Discount Badge,Pricing Manipulation,4,Yes,3069
LST06803,2024,3,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,8768,12352,29.0,0,8768,Misleading Discount Badge,Pricing Manipulation,4,Yes,3584
LST06804,2024,3,Flipkart,Books,The Alchemist - Paulo Coelho,Paulo Coelho,160,263,39.2,0,160,Fake Countdown Timer,Urgency Creation,3,Yes,103
LST06805,2024,3,Flipkart,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,523,845,38.1,0,523,Misleading Discount Badge,Pricing Manipulation,4,Yes,322
LST06806,2024,3,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,1933,5370,64.0,0,1933,Social Proof Manipulation,Social Proof Misuse,2,Yes,3437
LST06807,2024,3,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,9225,13325,30.8,0,9225,Inflated Original Price,Pricing Manipulation,5,Yes,4100
LST06808,2024,3,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,8551,13854,38.3,0,8551,False Scarcity,Scarcity Creation,4,Yes,5303
LST06809,2024,3,Flipkart,Fashion,W Women's Printed Kurta,W,651,1327,50.9,0,651,Social Proof Manipulation,Social Proof Misuse,2,Yes,676
LST06810,2024,3,Flipkart,Toys,Frank Super Scientist Chemistry Set,Frank,752,1322,43.1,0,752,Confirm Shaming,Misdirection,3,Yes,570
LST06811,2024,3,Flipkart,Fashion,Arrow Men's Formal Trousers,Arrow,989,1935,48.9,0,989,Social Proof Manipulation,Social Proof Misuse,2,Yes,946
LST06812,2024,3,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1322,2423,45.4,0,1322,Social Proof Manipulation,Social Proof Misuse,2,Yes,1101
LST06813,2024,3,Flipkart,Books,The Alchemist - Paulo Coelho,Paulo Coelho,163,262,37.8,0,163,Social Proof Manipulation,Social Proof Misuse,2,Yes,99
LST06814,2024,3,Flipkart,Toys,NHR Carrom Board with Coins & Striker,NHR,795,1931,58.8,0,795,None,No Violation,0,No,1136
LST06815,2024,3,Flipkart,Toys,Webby Wooden Push & Pull Duck Toy,Webby,311,616,49.5,0,311,Social Proof Manipulation,Social Proof Misuse,2,Yes,305
LST06816,2024,3,Flipkart,Toys,LEGO Classic Creative Brick Box,LEGO,1976,3244,39.1,0,1976,Inflated Original Price,Pricing Manipulation,5,Yes,1268
LST06817,2024,3,Flipkart,Footwear,Sparx Men's Running Sports Shoes,Sparx,913,1901,52.0,0,913,Forced Continuity,Subscription Trap,4,Yes,988
LST06818,2024,3,Flipkart,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,355,580,38.8,0,355,Misleading Discount Badge,Pricing Manipulation,4,Yes,225
LST06819,2024,3,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,208,343,39.4,0,208,False Scarcity,Scarcity Creation,4,Yes,135
LST06820,2024,3,Flipkart,Fashion,Global Desi Women Floral Print Top,Global Desi,462,1075,57.0,0,462,Social Proof Manipulation,Social Proof Misuse,2,Yes,613
LST06821,2024,3,Flipkart,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,335,613,45.4,0,335,Misleading Discount Badge,Pricing Manipulation,4,Yes,278
LST06822,2024,3,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,149,319,53.3,0,149,Confirm Shaming,Misdirection,3,Yes,170
LST06823,2024,3,Flipkart,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,238,375,36.5,0,238,Forced Continuity,Subscription Trap,4,Yes,137
LST06824,2024,3,Flipkart,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,1554,3155,50.7,0,1554,Fake Countdown Timer,Urgency Creation,3,Yes,1601
LST06825,2024,3,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,10149,13450,24.5,0,10149,False Scarcity,Scarcity Creation,4,Yes,3301
LST06826,2024,3,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,7239,10912,33.7,0,7239,None,No Violation,0,No,3673
LST06827,2024,3,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,2224,5396,58.8,0,2224,None,No Violation,0,No,3172
LST06828,2024,3,Flipkart,Fashion,Biba Women's Anarkali Kurti,Biba,774,1736,55.4,0,774,Fake Countdown Timer,Urgency Creation,3,Yes,962
LST06829,2024,3,Meesho,Footwear,VKC Pride Women's Flip Flops,VKC,268,470,43.0,51,319,Hidden Convenience Fee,Drip Pricing,5,Yes,202
LST06830,2024,3,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,10488,13606,22.9,0,10488,Confirm Shaming,Misdirection,3,Yes,3118
LST06831,2024,3,Meesho,Toys,Webby Wooden Push & Pull Duck Toy,Webby,331,641,48.4,35,366,Hidden Convenience Fee,Drip Pricing,5,Yes,310
LST06832,2024,3,Meesho,Footwear,Red Tape Men's Casual Sneakers,Red Tape,1335,2300,42.0,0,1335,None,No Violation,0,No,965
LST06833,2024,3,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1455,2658,45.3,0,1455,None,No Violation,0,No,1203
LST06834,2024,3,Meesho,Electronics,iBall Slide Elan 3x32 Tablet,iBall,6429,10685,39.8,0,6429,Inflated Original Price,Pricing Manipulation,5,Yes,4256
LST06835,2024,3,Meesho,Toys,Webby Wooden Push & Pull Duck Toy,Webby,304,616,50.6,0,304,None,No Violation,0,No,312
LST06836,2024,3,Meesho,Toys,Funskool Ludo & Snakes & Ladders Board Game,Funskool,331,604,45.2,0,331,None,No Violation,0,No,273
LST06837,2024,3,Meesho,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,376,553,32.0,0,376,Forced Continuity,Subscription Trap,4,Yes,177
LST06838,2024,3,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,2132,4947,56.9,0,2132,None,No Violation,0,No,2815
LST06839,2024,3,Meesho,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,22113,31940,30.8,0,22113,Social Proof Manipulation,Social Proof Misuse,2,Yes,9827
LST06840,2024,3,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,1158,2361,51.0,0,1158,Forced Continuity,Subscription Trap,4,Yes,1203
LST06841,2024,3,Meesho,Fashion,Raymond Men's Blazer,Raymond,3377,6975,51.6,0,3377,None,No Violation,0,No,3598
LST06842,2024,3,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,846,1735,51.2,0,846,Social Proof Manipulation,Social Proof Misuse,2,Yes,889
LST06843,2024,3,Meesho,Fashion,Global Desi Women Floral Print Top,Global Desi,452,1045,56.7,0,452,Confirm Shaming,Misdirection,3,Yes,593
LST06844,2024,3,Meesho,Electronics,iBall Slide Elan 3x32 Tablet,iBall,7508,9748,23.0,0,7508,Fake Countdown Timer,Urgency Creation,3,Yes,2240
LST06845,2024,3,Meesho,Fashion,Raymond Men's Blazer,Raymond,3588,6830,47.5,0,3588,Fake Countdown Timer,Urgency Creation,3,Yes,3242
LST06846,2024,3,Meesho,Toys,Frank Super Scientist Chemistry Set,Frank,701,1334,47.5,0,701,Fake Countdown Timer,Urgency Creation,3,Yes,633
LST06847,2024,3,Meesho,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,894,1717,47.9,0,894,None,No Violation,0,No,823
LST06848,2024,3,Meesho,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,12381,18113,31.6,0,12381,Social Proof Manipulation,Social Proof Misuse,2,Yes,5732
LST06849,2024,3,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,539,889,39.4,0,539,None,No Violation,0,No,350
LST06850,2024,3,Meesho,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,308,560,45.0,0,308,Forced Continuity,Subscription Trap,4,Yes,252
LST06851,2024,3,Meesho,Footwear,Relaxo Flite Men's Slippers,Relaxo,307,562,45.4,0,307,Social Proof Manipulation,Social Proof Misuse,2,Yes,255
LST06852,2024,3,Meesho,Books,Zero to One - Peter Thiel,Peter Thiel,266,465,42.8,0,266,Inflated Original Price,Pricing Manipulation,5,Yes,199
LST06853,2024,3,Meesho,Toys,Frank Super Scientist Chemistry Set,Frank,767,1346,43.0,0,767,None,No Violation,0,No,579
LST06854,2024,3,Meesho,Footwear,Sparx Men's Running Sports Shoes,Sparx,1002,1843,45.6,34,1036,Hidden Convenience Fee,Drip Pricing,5,Yes,841
LST06855,2024,3,Meesho,Electronics,Portronics Mport 7C USB Hub,Portronics,614,1177,47.8,0,614,Forced Continuity,Subscription Trap,4,Yes,563
LST06856,2024,3,Meesho,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,11641,18216,36.1,55,11696,Hidden Convenience Fee,Drip Pricing,5,Yes,6575
LST06857,2024,3,Meesho,Home & Kitchen,Usha Maxx Air 400mm Pedestal Fan,Usha,2220,3702,40.0,0,2220,Social Proof Manipulation,Social Proof Misuse,2,Yes,1482
LST06858,2024,3,Meesho,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,349,588,40.6,0,349,Misleading Discount Badge,Pricing Manipulation,4,Yes,239
LST06859,2024,3,Meesho,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,1854,3061,39.4,20,1874,Hidden Convenience Fee,Drip Pricing,5,Yes,1207
LST06860,2024,3,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,496,847,41.4,0,496,None,No Violation,0,No,351
LST06861,2024,3,Meesho,Toys,Frank Super Scientist Chemistry Set,Frank,649,1304,50.2,0,649,Fake Countdown Timer,Urgency Creation,3,Yes,655
LST06862,2024,3,Meesho,Footwear,Woodland Men's Camel Leather Boot,Woodland,2318,4445,47.9,0,2318,Inflated Original Price,Pricing Manipulation,5,Yes,2127
LST06863,2024,3,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,9899,13937,29.0,0,9899,Misleading Discount Badge,Pricing Manipulation,4,Yes,4038
LST06864,2024,3,Meesho,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,387,620,37.6,0,387,Misleading Discount Badge,Pricing Manipulation,4,Yes,233
LST06865,2024,3,Meesho,Home & Kitchen,Cello Plastic Modular Drawer,Cello,326,602,45.8,0,326,None,No Violation,0,No,276
LST06866,2024,3,Meesho,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,542,1289,58.0,0,542,Misleading Discount Badge,Pricing Manipulation,4,Yes,747
LST06867,2024,3,Meesho,Toys,GiiKER Super Slide Puzzle Game,GiiKER,1298,2213,41.3,0,1298,None,No Violation,0,No,915
LST06868,2024,3,Meesho,Fashion,Peter England Men's Slim Fit Shirt,Peter England,665,1485,55.2,0,665,Inflated Original Price,Pricing Manipulation,5,Yes,820
LST06869,2024,3,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,165,293,43.7,0,165,Social Proof Manipulation,Social Proof Misuse,2,Yes,128
LST06870,2024,3,Meesho,Fashion,Biba Women's Anarkali Kurti,Biba,796,1676,52.5,0,796,Inflated Original Price,Pricing Manipulation,5,Yes,880
LST06871,2024,3,Meesho,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,619,1864,66.8,0,619,None,No Violation,0,No,1245
LST06872,2024,3,Meesho,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,507,941,46.1,0,507,Social Proof Manipulation,Social Proof Misuse,2,Yes,434
LST06873,2024,3,Meesho,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,791,1616,51.1,0,791,Confirm Shaming,Misdirection,3,Yes,825
LST06874,2024,3,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,990,1739,43.1,0,990,Confirm Shaming,Misdirection,3,Yes,749
LST06875,2024,3,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1168,2383,51.0,0,1168,False Scarcity,Scarcity Creation,4,Yes,1215
LST06876,2024,3,Meesho,Fashion,Peter England Men's Slim Fit Shirt,Peter England,763,1552,50.8,0,763,Confirm Shaming,Misdirection,3,Yes,789
LST06877,2024,3,Meesho,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,270,428,36.9,50,320,Hidden Convenience Fee,Drip Pricing,5,Yes,158
LST06878,2024,3,Meesho,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1369,2585,47.0,0,1369,None,No Violation,0,No,1216
LST06879,2024,3,Meesho,Toys,GiiKER Super Slide Puzzle Game,GiiKER,1320,2056,35.8,0,1320,None,No Violation,0,No,736
LST06880,2024,3,Meesho,Footwear,Metro Women's Block Heel Pumps,Metro,1107,2305,52.0,0,1107,None,No Violation,0,No,1198
LST06881,2024,3,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,2212,5163,57.2,0,2212,Misleading Discount Badge,Pricing Manipulation,4,Yes,2951
LST06882,2024,3,Meesho,Home & Kitchen,Usha Maxx Air 400mm Pedestal Fan,Usha,2141,3686,41.9,0,2141,Fake Countdown Timer,Urgency Creation,3,Yes,1545
LST06883,2024,3,Meesho,Fashion,Peter England Men's Slim Fit Shirt,Peter England,632,1590,60.3,0,632,Inflated Original Price,Pricing Manipulation,5,Yes,958
LST06884,2024,3,Meesho,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,179,367,51.2,0,179,Inflated Original Price,Pricing Manipulation,5,Yes,188
LST06885,2024,3,Meesho,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,264,551,52.1,0,264,Forced Continuity,Subscription Trap,4,Yes,287
LST06886,2024,3,Meesho,Footwear,Red Tape Men's Casual Sneakers,Red Tape,1299,2536,48.8,0,1299,None,No Violation,0,No,1237
LST06887,2024,3,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,2198,4850,54.7,0,2198,Social Proof Manipulation,Social Proof Misuse,2,Yes,2652
LST06888,2024,3,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,1312,2038,35.6,0,1312,Misleading Discount Badge,Pricing Manipulation,4,Yes,726
LST06889,2024,3,Meesho,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,1078,2273,52.6,0,1078,Fake Countdown Timer,Urgency Creation,3,Yes,1195
LST06890,2024,3,Meesho,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,16066,24450,34.3,0,16066,False Scarcity,Scarcity Creation,4,Yes,8384
LST06891,2024,3,Meesho,Fashion,Global Desi Women Floral Print Top,Global Desi,552,1119,50.7,0,552,None,No Violation,0,No,567
LST06892,2024,3,Meesho,Books,Atomic Habits - James Clear,James Clear,323,471,31.4,37,360,Hidden Convenience Fee,Drip Pricing,5,Yes,148
LST06893,2024,3,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,820,1479,44.6,0,820,None,No Violation,0,No,659
LST06894,2024,3,Meesho,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,25973,29194,11.0,0,25973,Misleading Discount Badge,Pricing Manipulation,4,Yes,3221
LST06895,2024,3,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1404,2367,40.7,0,1404,Social Proof Manipulation,Social Proof Misuse,2,Yes,963
LST06896,2024,3,Meesho,Electronics,Syska LED Desk Lamp,Syska,459,865,46.9,0,459,Forced Continuity,Subscription Trap,4,Yes,406
LST06897,2024,3,Meesho,Fashion,AND Women's Wrap Dress,AND,1248,2691,53.6,0,1248,Inflated Original Price,Pricing Manipulation,5,Yes,1443
LST06898,2024,3,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,724,1407,48.5,0,724,False Scarcity,Scarcity Creation,4,Yes,683
LST06899,2024,3,Nykaa,Electronics,Portronics Mport 7C USB Hub,Portronics,666,1107,39.8,0,666,Misleading Discount Badge,Pricing Manipulation,4,Yes,441
LST06900,2024,3,Nykaa,Footwear,Woodland Men's Camel Leather Boot,Woodland,2745,4169,34.2,0,2745,Misleading Discount Badge,Pricing Manipulation,4,Yes,1424
LST06901,2024,3,Nykaa,Books,Deep Work - Cal Newport,Cal Newport,305,432,29.4,0,305,None,No Violation,0,No,127
LST06902,2024,3,Nykaa,Fashion,Arrow Men's Formal Trousers,Arrow,987,1928,48.8,0,987,Social Proof Manipulation,Social Proof Misuse,2,Yes,941
LST06903,2024,3,Nykaa,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,348,611,43.0,0,348,Fake Countdown Timer,Urgency Creation,3,Yes,263
LST06904,2024,3,Nykaa,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1163,2627,55.7,0,1163,Forced Continuity,Subscription Trap,4,Yes,1464
LST06905,2024,3,Nykaa,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,350,635,44.9,0,350,None,No Violation,0,No,285
LST06906,2024,3,Nykaa,Toys,Funskool Ludo & Snakes & Ladders Board Game,Funskool,284,575,50.6,0,284,False Scarcity,Scarcity Creation,4,Yes,291
LST06907,2024,3,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,13611,18160,25.0,0,13611,Forced Continuity,Subscription Trap,4,Yes,4549
LST06908,2024,3,Nykaa,Fashion,AND Women's Wrap Dress,AND,1347,2595,48.1,0,1347,Social Proof Manipulation,Social Proof Misuse,2,Yes,1248
LST06909,2024,3,Nykaa,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,6764,10950,38.2,89,6853,Hidden Convenience Fee,Drip Pricing,5,Yes,4186
LST06910,2024,3,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,210,359,41.5,0,210,False Scarcity,Scarcity Creation,4,Yes,149
LST06911,2024,3,Nykaa,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,478,924,48.3,0,478,Fake Countdown Timer,Urgency Creation,3,Yes,446
LST06912,2024,3,Nykaa,Fashion,AND Women's Wrap Dress,AND,1252,3006,58.3,0,1252,None,No Violation,0,No,1754
LST06913,2024,3,Nykaa,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1423,2664,46.6,0,1423,Inflated Original Price,Pricing Manipulation,5,Yes,1241
LST06914,2024,3,Nykaa,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,17405,22766,23.5,0,17405,Forced Continuity,Subscription Trap,4,Yes,5361
LST06915,2024,3,Nykaa,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,856,1483,42.3,0,856,False Scarcity,Scarcity Creation,4,Yes,627
LST06916,2024,3,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,151,286,47.2,0,151,False Scarcity,Scarcity Creation,4,Yes,135
LST06917,2024,3,Nykaa,Mobile Phones,POCO C65 6GB+128GB,POCO,6618,11237,41.1,0,6618,None,No Violation,0,No,4619
LST06918,2024,3,Nykaa,Fashion,Biba Women's Anarkali Kurti,Biba,734,1929,61.9,0,734,None,No Violation,0,No,1195
LST06919,2024,3,Nykaa,Toys,NHR Carrom Board with Coins & Striker,NHR,839,1777,52.8,0,839,None,No Violation,0,No,938
LST06920,2024,3,Nykaa,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,8210,11312,27.4,0,8210,Fake Countdown Timer,Urgency Creation,3,Yes,3102
LST06921,2024,3,Nykaa,Footwear,Relaxo Flite Men's Slippers,Relaxo,305,577,47.1,0,305,Misleading Discount Badge,Pricing Manipulation,4,Yes,272
LST06922,2024,3,Nykaa,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,157,301,47.8,0,157,None,No Violation,0,No,144
LST06923,2024,3,Nykaa,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,460,938,51.0,0,460,Forced Continuity,Subscription Trap,4,Yes,478
LST06924,2024,3,Nykaa,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,503,788,36.2,0,503,None,No Violation,0,No,285
LST06925,2024,3,Nykaa,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,1931,5258,63.3,0,1931,False Scarcity,Scarcity Creation,4,Yes,3327
LST06926,2024,3,Nykaa,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,209,363,42.4,88,297,Hidden Convenience Fee,Drip Pricing,5,Yes,154
LST06927,2024,3,Nykaa,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,876,1388,36.9,0,876,False Scarcity,Scarcity Creation,4,Yes,512
LST06928,2024,3,Nykaa,Footwear,Sparx Men's Running Sports Shoes,Sparx,876,1914,54.2,0,876,None,No Violation,0,No,1038
LST06929,2024,3,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,182,353,48.4,0,182,None,No Violation,0,No,171
LST06930,2024,3,Nykaa,Footwear,Action Men's Training Shoes,Action,759,1494,49.2,0,759,None,No Violation,0,No,735
LST06931,2024,3,Nykaa,Books,Atomic Habits - James Clear,James Clear,273,488,44.1,0,273,None,No Violation,0,No,215
LST06932,2024,3,Nykaa,Books,Start With Why - Simon Sinek,Simon Sinek,278,480,42.1,0,278,None,No Violation,0,No,202
LST06933,2024,3,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,143,288,50.3,0,143,Fake Countdown Timer,Urgency Creation,3,Yes,145
LST06934,2024,3,Nykaa,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,141,304,53.6,0,141,Misleading Discount Badge,Pricing Manipulation,4,Yes,163
LST06935,2024,3,Nykaa,Home & Kitchen,Cello Plastic Modular Drawer,Cello,299,560,46.6,0,299,None,No Violation,0,No,261
LST06936,2024,3,Nykaa,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,1968,3121,36.9,0,1968,None,No Violation,0,No,1153
LST06937,2024,3,Nykaa,Electronics,Syska LED Desk Lamp,Syska,437,905,51.7,59,496,Hidden Convenience Fee,Drip Pricing,5,Yes,468
LST06938,2024,3,Nykaa,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1229,2324,47.1,0,1229,None,No Violation,0,No,1095
