listing_id,year,month,platform,category,product_name,brand,dark_pattern_type,ccpa_category,severity_score,actual_price_inr,displayed_original_price_inr,price_inflation_inr,price_inflation_pct,hidden_fee_inr,ccpa_violation,sev_norm,inf_norm,fee_norm,contrib_severity,contrib_inflation,contrib_hidden_fee,base_score,ccpa_penalty,harm_score,risk_tier
LST05769,2023,9,Meesho,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,Social Proof Manipulation,Social Proof Misuse,2,905,1900,995,109.9448,0,Yes,0.0,0.455837822331304,0.0,0.0,14.36,0.0,14.358891403436076,10.0,24.36,🟢 Low
LST05770,2023,9,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Confirm Shaming,Misdirection,3,2142,4706,2564,119.7012,0,Yes,0.3333333333333333,0.49786225201391104,0.0,13.5,15.68,0.0,29.1826609384382,10.0,39.18,🟢 Low
LST05772,2023,9,Meesho,Footwear,Liberty Gliders Women's Bellies,Liberty,Misleading Discount Badge,Pricing Manipulation,4,700,1386,686,98.0,0,Yes,0.6666666666666666,0.40438714301590023,0.0,27.0,12.74,0.0,39.738195005000854,10.0,49.74,🟢 Low
LST05773,2023,9,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,Misleading Discount Badge,Pricing Manipulation,4,1415,2585,1170,82.6855,0,Yes,0.6666666666666666,0.3384219172795337,0.0,27.0,10.66,0.0,37.66029039430531,10.0,47.66,🟢 Low
LST05774,2023,9,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Inflated Original Price,Pricing Manipulation,5,1224,2301,1077,87.9902,0,Yes,1.0,0.36127122564505026,0.0,40.5,11.38,0.0,51.88004360781908,10.0,61.88,🟡 Medium
LST05775,2023,9,Meesho,Footwear,Liberty Gliders Women's Bellies,Liberty,Misleading Discount Badge,Pricing Manipulation,4,662,1547,885,133.6858,0,Yes,0.6666666666666666,0.5580991057037339,0.0,27.0,17.58,0.0,44.58012182966762,10.0,54.58,🟡 Medium
LST05776,2023,9,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Hidden Convenience Fee,Drip Pricing,5,10134,13010,2876,28.3797,22,Yes,1.0,0.10450671562136835,0.18333333333333332,40.5,3.29,3.3,47.0919615420731,10.0,57.09,🟡 Medium
LST05777,2023,9,Meesho,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,Forced Continuity,Subscription Trap,4,14689,18568,3879,26.4075,0,Yes,0.6666666666666666,0.09601171949369443,0.0,27.0,3.02,0.0,30.024369164051375,10.0,40.02,🟢 Low
LST05779,2023,9,Meesho,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Hidden Convenience Fee,Drip Pricing,5,375,733,358,95.4667,55,Yes,1.0,0.3934752812928314,0.4583333333333333,40.5,12.39,8.25,61.14447136072419,10.0,71.14,🟠 High
LST05780,2023,9,Meesho,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Inflated Original Price,Pricing Manipulation,5,1243,2451,1208,97.1842,0,Yes,1.0,0.4008731901505943,0.0,40.5,12.63,0.0,53.12750548974372,10.0,63.13,🟡 Medium
LST05781,2023,9,Meesho,Fashion,Peter England Men's Slim Fit Shirt,Peter England,Confirm Shaming,Misdirection,3,764,1440,676,88.4817,0,Yes,0.3333333333333333,0.36338829825267205,0.0,13.5,11.45,0.0,24.94673139495917,10.0,34.95,🟢 Low
LST05782,2023,9,Meesho,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,Forced Continuity,Subscription Trap,4,18997,23378,4381,23.0615,0,Yes,0.6666666666666666,0.08159925775391302,0.0,27.0,2.57,0.0,29.570376619248258,10.0,39.57,🟢 Low
LST05784,2023,9,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Misleading Discount Badge,Pricing Manipulation,4,540,934,394,72.963,0,Yes,0.6666666666666666,0.29654350745735053,0.0,27.0,9.34,0.0,36.34112048490654,10.0,46.34,🟢 Low
LST05786,2023,9,Meesho,Fashion,AND Women's Wrap Dress,AND,Fake Countdown Timer,Urgency Creation,3,1236,2631,1395,112.8641,0,Yes,0.3333333333333333,0.46841232907276953,0.0,13.5,14.75,0.0,28.254988365792236,10.0,38.25,🟢 Low
LST05787,2023,9,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Social Proof Manipulation,Social Proof Misuse,2,484,920,436,90.0826,0,Yes,0.0,0.3702839677085047,0.0,0.0,11.66,0.0,11.663944982817897,10.0,21.66,🟢 Low
LST05789,2023,9,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Hidden Convenience Fee,Drip Pricing,5,506,879,373,73.7154,47,Yes,1.0,0.29978437303207006,0.39166666666666666,40.5,9.44,7.05,56.99320775051021,10.0,66.99,🟠 High
LST05790,2023,9,Meesho,Fashion,AND Women's Wrap Dress,AND,Social Proof Manipulation,Social Proof Misuse,2,1328,2694,1366,102.8614,0,Yes,0.0,0.4253269940325689,0.0,0.0,13.4,0.0,13.39780031202592,10.0,23.4,🟢 Low
LST05791,2023,9,Meesho,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Confirm Shaming,Misdirection,3,1229,2598,1369,111.3914,0,Yes,0.3333333333333333,0.4620688645168293,0.0,13.5,14.56,0.0,28.05516923228012,10.0,38.06,🟢 Low
LST05792,2023,9,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,False Scarcity,Scarcity Creation,4,980,1705,725,73.9796,0,Yes,0.6666666666666666,0.30092238032186397,0.0,27.0,9.48,0.0,36.47905498013871,10.0,46.48,🟢 Low
LST05794,2023,9,Meesho,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Social Proof Manipulation,Social Proof Misuse,2,502,940,438,87.251,0,Yes,0.0,0.3580872173611153,0.0,0.0,11.28,0.0,11.279747346875133,10.0,21.28,🟢 Low
LST05795,2023,9,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Inflated Original Price,Pricing Manipulation,5,1861,5371,3510,188.6083,0,Yes,1.0,0.7946706627578716,0.0,40.5,25.03,0.0,65.53212587687295,10.0,75.53,🟠 High
LST05798,2023,9,Meesho,Footwear,Woodland Men's Camel Leather Boot,Woodland,False Scarcity,Scarcity Creation,4,2259,4257,1998,88.4462,0,Yes,0.6666666666666666,0.3632353865994257,0.0,27.0,11.44,0.0,38.44191467788191,10.0,48.44,🟢 Low
LST05799,2023,9,Meesho,Fashion,Peter England Men's Slim Fit Shirt,Peter England,Inflated Original Price,Pricing Manipulation,5,674,1604,930,137.9822,0,Yes,1.0,0.5766052923800031,0.0,40.5,18.16,0.0,58.663066709970096,10.0,68.66,🟠 High
LST05800,2023,9,Meesho,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Confirm Shaming,Misdirection,3,496,818,322,64.9194,0,Yes,0.3333333333333333,0.2618967419910906,0.0,13.5,8.25,0.0,21.74974737271935,10.0,31.75,🟢 Low
LST05802,2023,9,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Social Proof Manipulation,Social Proof Misuse,2,533,957,424,79.5497,0,Yes,0.0,0.32491486482179116,0.0,0.0,10.23,0.0,10.23481824188642,10.0,20.23,🟢 Low
LST05803,2023,9,Meesho,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,Hidden Convenience Fee,Drip Pricing,5,92,174,82,89.1304,60,Yes,1.0,0.3661824895050917,0.5,40.5,11.53,9.0,61.034748419410384,10.0,71.03,🟠 High
LST05804,2023,9,Meesho,Toys,LEGO Classic Creative Brick Box,LEGO,Hidden Convenience Fee,Drip Pricing,5,2110,3294,1184,56.1137,58,Yes,1.0,0.22396732945612557,0.48333333333333334,40.5,7.05,8.7,56.254970877867954,10.0,66.25,🟠 High
LST05805,2023,9,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Fake Countdown Timer,Urgency Creation,3,138,315,177,128.2609,0,Yes,0.3333333333333333,0.5347320514024367,0.0,13.5,16.84,0.0,30.344059619176754,10.0,40.34,🟢 Low
LST05806,2023,9,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,False Scarcity,Scarcity Creation,4,1941,4991,3050,157.1355,0,Yes,0.6666666666666666,0.659105652045441,0.0,27.0,20.76,0.0,47.761828039431386,10.0,57.76,🟡 Medium
LST05810,2023,9,Meesho,Toys,LEGO Classic Creative Brick Box,LEGO,Hidden Convenience Fee,Drip Pricing,5,1813,3234,1421,78.3784,24,Yes,1.0,0.31986964173876486,0.2,40.5,10.08,3.6,54.17589371477109,10.0,64.18,🟡 Medium
LST05812,2023,9,Nykaa,Toys,Frank Super Scientist Chemistry Set,Frank,Hidden Convenience Fee,Drip Pricing,5,650,1339,689,106.0,43,Yes,1.0,0.4388461071277506,0.35833333333333334,40.5,13.82,6.45,60.77365237452415,10.0,70.77,🟠 High
LST05815,2023,9,Nykaa,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Fake Countdown Timer,Urgency Creation,3,519,971,452,87.0906,0,Yes,0.3333333333333333,0.35739631513067266,0.0,13.5,11.26,0.0,24.75798392661619,10.0,34.76,🟢 Low
LST05816,2023,9,Nykaa,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,Misleading Discount Badge,Pricing Manipulation,4,353,553,200,56.6572,0,Yes,0.6666666666666666,0.22630838533047437,0.0,27.0,7.13,0.0,34.12871413790994,10.0,44.13,🟢 Low
LST05817,2023,9,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Inflated Original Price,Pricing Manipulation,5,132,306,174,131.8182,0,Yes,1.0,0.5500546605318224,0.0,40.5,17.33,0.0,57.8267218067524,10.0,67.83,🟠 High
LST05818,2023,9,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Inflated Original Price,Pricing Manipulation,5,1529,3120,1591,104.0549,0,Yes,1.0,0.4304678407410056,0.0,40.5,13.56,0.0,54.05973698334168,10.0,64.06,🟡 Medium
LST05819,2023,9,Nykaa,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Fake Countdown Timer,Urgency Creation,3,1677,3095,1418,84.5558,0,Yes,0.3333333333333333,0.3464779923518329,0.0,13.5,10.91,0.0,24.414056759082733,10.0,34.41,🟢 Low
LST05823,2023,9,Nykaa,Electronics,Syska LED Desk Lamp,Syska,False Scarcity,Scarcity Creation,4,488,955,467,95.6967,0,Yes,0.6666666666666666,0.39446597651104714,0.0,27.0,12.43,0.0,39.42567826009798,10.0,49.43,🟢 Low
LST05825,2023,9,Nykaa,Fashion,W Women's Printed Kurta,W,Forced Continuity,Subscription Trap,4,661,1205,544,82.2995,0,Yes,0.6666666666666666,0.3367592722611369,0.0,27.0,10.61,0.0,37.60791707622581,10.0,47.61,🟢 Low
LST05826,2023,9,Nykaa,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Confirm Shaming,Misdirection,3,350,730,380,108.5714,0,Yes,0.3333333333333333,0.44992207966740205,0.0,13.5,14.17,0.0,27.672545509523164,10.0,37.67,🟢 Low
LST05827,2023,9,Nykaa,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Fake Countdown Timer,Urgency Creation,3,1533,2388,855,55.773,0,Yes,0.3333333333333333,0.22249980832201216,0.0,13.5,7.01,0.0,20.50874396214338,10.0,30.51,🟢 Low
LST05829,2023,9,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,Inflated Original Price,Pricing Manipulation,5,205,359,154,75.122,0,Yes,1.0,0.30584312039703615,0.0,40.5,9.63,0.0,50.134058292506644,10.0,60.13,🟡 Medium
LST05830,2023,9,Nykaa,Books,Deep Work - Cal Newport,Cal Newport,Inflated Original Price,Pricing Manipulation,5,253,479,226,89.3281,0,Yes,1.0,0.3670340566557059,0.0,40.5,11.56,0.0,52.06157278465474,10.0,62.06,🟡 Medium
LST05831,2023,9,Nykaa,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,Social Proof Manipulation,Social Proof Misuse,2,748,2133,1385,185.1604,0,Yes,0.0,0.7798192799627154,0.0,0.0,24.56,0.0,24.564307318825534,10.0,34.56,🟢 Low
LST05833,2023,9,Nykaa,Beauty,Mamaearth Onion Hair Oil 250ml,Mamaearth,Social Proof Manipulation,Social Proof Misuse,2,348,588,240,68.9655,0,Yes,0.0,0.27932479382771036,0.0,0.0,8.8,0.0,8.798731005572876,10.0,18.8,🟢 Low
LST05835,2023,9,Nykaa,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Forced Continuity,Subscription Trap,4,234,369,135,57.6923,0,Yes,0.6666666666666666,0.23076694454949642,0.0,27.0,7.27,0.0,34.269158753309135,10.0,44.27,🟢 Low
LST05836,2023,9,Nykaa,Footwear,Action Men's Training Shoes,Action,False Scarcity,Scarcity Creation,4,668,1348,680,101.7964,0,Yes,0.6666666666666666,0.4207396444351788,0.0,27.0,13.25,0.0,40.25329879970813,10.0,50.25,🟡 Medium
LST05837,2023,9,Nykaa,Electronics,Syska LED Desk Lamp,Syska,Inflated Original Price,Pricing Manipulation,5,465,962,497,106.8817,0,Yes,1.0,0.44264391570992784,0.0,40.5,13.94,0.0,54.44328334486273,10.0,64.44,🟡 Medium
LST05838,2023,9,Nykaa,Books,Zero to One - Peter Thiel,Peter Thiel,Misleading Discount Badge,Pricing Manipulation,4,331,499,168,50.7553,0,Yes,0.6666666666666666,0.2008867152940082,0.0,27.0,6.33,0.0,33.32793153176125,10.0,43.33,🟢 Low
LST05840,2023,9,Nykaa,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Social Proof Manipulation,Social Proof Misuse,2,13034,20043,7009,53.7747,0,Yes,0.0,0.21389238982392333,0.0,0.0,6.74,0.0,6.737610279453584,10.0,16.74,🟢 Low
LST05842,2023,9,Nykaa,Home & Kitchen,Usha Maxx Air 400mm Pedestal Fan,Usha,Fake Countdown Timer,Urgency Creation,3,2325,3370,1045,44.9462,0,Yes,0.3333333333333333,0.17586476924123945,0.0,13.5,5.54,0.0,19.039740231099042,10.0,29.04,🟢 Low
LST05846,2023,9,Nykaa,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Misleading Discount Badge,Pricing Manipulation,4,495,857,362,73.1313,0,Yes,0.6666666666666666,0.2972684379148536,0.0,27.0,9.36,0.0,36.36395579431788,10.0,46.36,🟢 Low
LST05848,2023,9,Nykaa,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Confirm Shaming,Misdirection,3,541,1104,563,104.0665,0,Yes,0.3333333333333333,0.43051780623896774,0.0,13.5,13.56,0.0,27.06131089652748,10.0,37.06,🟢 Low
LST05849,2023,9,Nykaa,Toys,NHR Carrom Board with Coins & Striker,NHR,Confirm Shaming,Misdirection,3,977,1756,779,79.7339,0,Yes,0.3333333333333333,0.3257082824704665,0.0,13.5,10.26,0.0,23.759810897819698,10.0,33.76,🟢 Low
LST05852,2023,9,Nykaa,Electronics,Portronics Mport 7C USB Hub,Portronics,Fake Countdown Timer,Urgency Creation,3,659,1259,600,91.047,0,Yes,0.3333333333333333,0.37443799583218823,0.0,13.5,11.79,0.0,25.294796868713927,10.0,35.29,🟢 Low
LST05853,2023,9,Nykaa,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,Hidden Convenience Fee,Drip Pricing,5,2135,4261,2126,99.5785,81,Yes,1.0,0.4111863273722197,0.675,40.5,12.95,12.15,65.60236931222492,10.0,75.6,🟠 High
LST05854,2023,9,Nykaa,Footwear,Paragon Softcare Women's Sandals,Paragon,Social Proof Manipulation,Social Proof Misuse,2,363,801,438,120.6612,0,Yes,0.0,0.5019973277073331,0.0,0.0,15.81,0.0,15.812915822780992,10.0,25.81,🟢 Low
LST05855,2023,9,Nykaa,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Fake Countdown Timer,Urgency Creation,3,860,1386,526,61.1628,0,Yes,0.3333333333333333,0.2457156739182685,0.0,13.5,7.74,0.0,21.24004372842546,10.0,31.24,🟢 Low
LST05856,2023,9,Nykaa,Books,Atomic Habits - James Clear,James Clear,Social Proof Manipulation,Social Proof Misuse,2,265,481,216,81.5094,0,Yes,0.0,0.3333560188180403,0.0,0.0,10.5,0.0,10.500714592768269,10.0,20.5,🟢 Low
LST05857,2023,9,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Social Proof Manipulation,Social Proof Misuse,2,870,1387,517,59.4253,0,Yes,0.0,0.23823161765022602,0.0,0.0,7.5,0.0,7.50429595598212,10.0,17.5,🟢 Low
LST05858,2023,9,Nykaa,Fashion,AND Women's Wrap Dress,AND,Forced Continuity,Subscription Trap,4,1452,2974,1522,104.8209,0,Yes,0.6666666666666666,0.4337672865547152,0.0,27.0,13.66,0.0,40.66366952647353,10.0,50.66,🟡 Medium
LST05860,2023,9,Nykaa,Books,The Alchemist - Paulo Coelho,Paulo Coelho,False Scarcity,Scarcity Creation,4,149,258,109,73.1544,0,Yes,0.6666666666666666,0.29736793817372653,0.0,27.0,9.37,0.0,36.367090052472385,10.0,46.37,🟢 Low
LST05862,2023,9,Nykaa,Footwear,Red Tape Men's Casual Sneakers,Red Tape,False Scarcity,Scarcity Creation,4,1335,2632,1297,97.1536,0,Yes,0.6666666666666666,0.4007413846128664,0.0,27.0,12.62,0.0,39.62335361530529,10.0,49.62,🟢 Low
LST05863,2023,10,Flipkart,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Social Proof Manipulation,Social Proof Misuse,2,318,621,303,95.283,0,Yes,0.0,0.39268401732941305,0.0,0.0,12.37,0.0,12.36954654587651,10.0,22.37,🟢 Low
LST05864,2023,10,Flipkart,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Social Proof Manipulation,Social Proof Misuse,2,500,954,454,90.8,0,Yes,0.0,0.37337407531523487,0.0,0.0,11.76,0.0,11.761283372429897,10.0,21.76,🟢 Low
LST05865,2023,10,Flipkart,Fashion,Global Desi Women Floral Print Top,Global Desi,Social Proof Manipulation,Social Proof Misuse,2,499,1094,595,119.2385,0,Yes,0.0,0.4958692316770919,0.0,0.0,15.62,0.0,15.619880797828394,10.0,25.62,🟢 Low
LST05866,2023,10,Flipkart,Beauty,Mamaearth Onion Hair Oil 250ml,Mamaearth,Inflated Original Price,Pricing Manipulation,5,360,564,204,56.6667,0,Yes,1.0,0.22634930535035722,0.0,40.5,7.13,0.0,47.63000311853625,10.0,57.63,🟡 Medium
LST05867,2023,10,Flipkart,Fashion,Biba Women's Anarkali Kurti,Biba,False Scarcity,Scarcity Creation,4,811,1662,851,104.9322,0,Yes,0.6666666666666666,0.43424669689292134,0.0,27.0,13.68,0.0,40.678770952127024,10.0,50.68,🟡 Medium
LST05868,2023,10,Flipkart,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Social Proof Manipulation,Social Proof Misuse,2,518,828,310,59.8456,0,Yes,0.0,0.24004200547725235,0.0,0.0,7.56,0.0,7.561323172533449,10.0,17.56,🟢 Low
LST05869,2023,10,Flipkart,Footwear,Metro Women's Block Heel Pumps,Metro,Social Proof Manipulation,Social Proof Misuse,2,988,2303,1315,133.0972,0,Yes,0.0,0.5555637874192044,0.0,0.0,17.5,0.0,17.50025930370494,10.0,27.5,🟢 Low
LST05870,2023,10,Flipkart,Fashion,AND Women's Wrap Dress,AND,Confirm Shaming,Misdirection,3,1346,2745,1399,103.9376,0,Yes,0.3333333333333333,0.42996258617971556,0.0,13.5,13.54,0.0,27.04382146466104,10.0,37.04,🟢 Low
LST05871,2023,10,Flipkart,Books,Start With Why - Simon Sinek,Simon Sinek,False Scarcity,Scarcity Creation,4,285,430,145,50.8772,0,Yes,0.6666666666666666,0.2014117837596625,0.0,27.0,6.34,0.0,33.34447118842937,10.0,43.34,🟢 Low
LST05872,2023,10,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,Misleading Discount Badge,Pricing Manipulation,4,290,511,221,76.2069,0,Yes,0.6666666666666666,0.3105161866676545,0.0,27.0,9.78,0.0,36.781259880031115,10.0,46.78,🟢 Low
LST05873,2023,10,Flipkart,Books,Deep Work - Cal Newport,Cal Newport,Social Proof Manipulation,Social Proof Misuse,2,300,465,165,55.0,0,Yes,0.0,0.21917021091470457,0.0,0.0,6.9,0.0,6.903861643813193,10.0,16.9,🟢 Low
LST05874,2023,10,Flipkart,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Confirm Shaming,Misdirection,3,266,585,319,119.9248,0,Yes,0.3333333333333333,0.4988253800608373,0.0,13.5,15.71,0.0,29.212999471916376,10.0,39.21,🟢 Low
LST05875,2023,10,Flipkart,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Inflated Original Price,Pricing Manipulation,5,590,972,382,64.7458,0,Yes,1.0,0.26114898246986346,0.0,40.5,8.23,0.0,48.7261929478007,10.0,58.73,🟡 Medium
LST05876,2023,10,Flipkart,Fashion,AND Women's Wrap Dress,AND,Misleading Discount Badge,Pricing Manipulation,4,1257,2704,1447,115.1154,0,Yes,0.6666666666666666,0.4781095123108956,0.0,27.0,15.06,0.0,42.06044963779321,10.0,52.06,🟡 Medium
LST05877,2023,10,Flipkart,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Confirm Shaming,Misdirection,3,607,997,390,64.2504,0,Yes,0.3333333333333333,0.25901511111723713,0.0,13.5,8.16,0.0,21.65897600019297,10.0,31.66,🟢 Low
LST05878,2023,10,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Confirm Shaming,Misdirection,3,8682,12430,3748,43.1698,0,Yes,0.3333333333333333,0.1682131562602031,0.0,13.5,5.3,0.0,18.798714422196397,10.0,28.8,🟢 Low
LST05880,2023,10,Flipkart,Toys,LEGO Classic Creative Brick Box,LEGO,Fake Countdown Timer,Urgency Creation,3,2069,3461,1392,67.2789,0,Yes,0.3333333333333333,0.2720599827188295,0.0,13.5,8.57,0.0,22.06988945564313,10.0,32.07,🟢 Low
LST05881,2023,10,Flipkart,Electronics,Syska LED Desk Lamp,Syska,Forced Continuity,Subscription Trap,4,481,847,366,76.0915,0,Yes,0.6666666666666666,0.310019116110341,0.0,27.0,9.77,0.0,36.76560215747574,10.0,46.77,🟢 Low
LST05883,2023,10,Flipkart,Mobile Phones,POCO C65 6GB+128GB,POCO,Hidden Convenience Fee,Drip Pricing,5,6699,10276,3577,53.396,70,Yes,1.0,0.21226118861027857,0.5833333333333334,40.5,6.69,10.5,57.68622744122378,10.0,67.69,🟠 High
LST05885,2023,10,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,Confirm Shaming,Misdirection,3,7320,10562,3242,44.2896,0,Yes,0.3333333333333333,0.17303654976175936,0.0,13.5,5.45,0.0,18.95065131749542,10.0,28.95,🟢 Low
LST05886,2023,10,Flipkart,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Forced Continuity,Subscription Trap,4,338,721,383,113.3136,0,Yes,0.6666666666666666,0.47034849211880414,0.0,27.0,14.82,0.0,41.815977501742324,10.0,51.82,🟡 Medium
LST05887,2023,10,Flipkart,Fashion,Biba Women's Anarkali Kurti,Biba,Social Proof Manipulation,Social Proof Misuse,2,717,1711,994,138.6332,0,Yes,0.0,0.5794093905846048,0.0,0.0,18.25,0.0,18.25139580341505,10.0,28.25,🟢 Low
LST05888,2023,10,Flipkart,Footwear,VKC Pride Women's Flip Flops,VKC,Misleading Discount Badge,Pricing Manipulation,4,261,501,240,91.954,0,Yes,0.6666666666666666,0.37834478088836926,0.0,27.0,11.92,0.0,38.91786059798363,10.0,48.92,🟢 Low
LST05889,2023,10,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,Confirm Shaming,Misdirection,3,296,640,344,116.2162,0,Yes,0.3333333333333333,0.48285106577268627,0.0,13.5,15.21,0.0,28.709808571839616,10.0,38.71,🟢 Low
LST05890,2023,10,Flipkart,Footwear,Metro Women's Block Heel Pumps,Metro,Hidden Convenience Fee,Drip Pricing,5,1108,2345,1237,111.6426,66,Yes,1.0,0.4631508759899414,0.55,40.5,14.59,9.9,64.98925259368316,10.0,74.99,🟠 High
LST05891,2023,10,Flipkart,Footwear,Action Men's Training Shoes,Action,Inflated Original Price,Pricing Manipulation,5,688,1343,655,95.2035,0,Yes,1.0,0.3923415813735515,0.0,40.5,12.36,0.0,52.85875981326687,10.0,62.86,🟡 Medium
LST05892,2023,10,Flipkart,Footwear,Metro Women's Block Heel Pumps,Metro,False Scarcity,Scarcity Creation,4,1096,2267,1171,106.8431,0,Yes,0.6666666666666666,0.44247765120808824,0.0,27.0,13.94,0.0,40.93804601305477,10.0,50.94,🟡 Medium
LST05893,2023,10,Flipkart,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Misleading Discount Badge,Pricing Manipulation,4,188,346,158,84.0426,0,Yes,0.6666666666666666,0.34426744980405766,0.0,27.0,10.84,0.0,37.84442466882781,10.0,47.84,🟢 Low
LST05896,2023,10,Flipkart,Toys,Frank Super Scientist Chemistry Set,Frank,Fake Countdown Timer,Urgency Creation,3,692,1384,692,100.0,0,Yes,0.3333333333333333,0.4130018840438628,0.0,13.5,13.01,0.0,26.50955934738168,10.0,36.51,🟢 Low
LST05902,2023,10,Flipkart,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Forced Continuity,Subscription Trap,4,215,368,153,71.1628,0,Yes,0.6666666666666666,0.28878937905808144,0.0,27.0,9.1,0.0,36.09686544032956,10.0,46.1,🟢 Low
LST05903,2023,10,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Hidden Convenience Fee,Drip Pricing,5,132,294,162,122.7273,120,Yes,1.0,0.5108967859262699,1.0,40.5,16.09,18.0,74.5932487566775,10.0,84.59,🔴 Critical
LST05904,2023,10,Flipkart,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Inflated Original Price,Pricing Manipulation,5,1395,3084,1689,121.0753,0,Yes,1.0,0.5037810098371728,0.0,40.5,15.87,0.0,56.36910180987094,10.0,66.37,🟠 High
LST05905,2023,10,Flipkart,Mobile Phones,POCO C65 6GB+128GB,POCO,False Scarcity,Scarcity Creation,4,7916,10794,2878,36.3567,0,Yes,0.6666666666666666,0.13886661021139712,0.0,27.0,4.37,0.0,31.37429822165901,10.0,41.37,🟢 Low
LST05906,2023,10,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,Social Proof Manipulation,Social Proof Misuse,2,7022,11251,4229,60.225,0,Yes,0.0,0.24167622185025686,0.0,0.0,7.61,0.0,7.612800988283091,10.0,17.61,🟢 Low
LST05908,2023,10,Flipkart,Mobile Phones,POCO C65 6GB+128GB,POCO,Confirm Shaming,Misdirection,3,7954,10729,2775,34.8881,0,Yes,0.3333333333333333,0.1325408058745642,0.0,13.5,4.18,0.0,17.675035385048773,10.0,27.68,🟢 Low
LST05910,2023,10,Flipkart,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Misleading Discount Badge,Pricing Manipulation,4,1648,2435,787,47.7549,0,Yes,0.6666666666666666,0.18796288080385873,0.0,27.0,5.92,0.0,32.920830745321545,10.0,42.92,🟢 Low
LST05912,2023,10,Flipkart,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,False Scarcity,Scarcity Creation,4,486,1018,532,109.465,0,Yes,0.6666666666666666,0.4537711459586958,0.0,27.0,14.29,0.0,41.293791097698914,10.0,51.29,🟡 Medium
